0.0883573,0
0.176715,0
0.265072,0
0.353429,0
0.441786,0
0.530144,0
0.618501,0
0.706858,0
0.795216,0
0.883573,0
0.97193,0
1.06029,0
1.14864,0
1.237,0
1.32536,0
1.41372,0
1.50207,0
1.59043,0
1.67879,0
1.76715,0
1.8555,0
1.94386,0
2.03222,0
2.12058,0
2.20893,0
2.29729,0
2.38565,0
2.474,0
2.56236,0
2.65072,0
2.73908,0
2.82743,0
2.91579,0
3.00415,0
3.0925,0
3.18086,0
3.26922,0
3.35758,0
3.44593,0
3.50872,0.00197327
3.57127,0.00788528
3.63331,0.0177128
3.69462,0.0314169
3.75495,0.0489435
3.81406,0.0702235
3.87171,0.0951729
3.92769,0.123693
3.98176,0.155672
4.03372,0.190983
4.08336,0.229487
4.13048,0.271031
4.1749,0.315453
4.21645,0.362576
4.25495,0.412215
4.29026,0.464173
4.32224,0.518247
4.35076,0.574221
4.37571,0.631876
4.39699,0.690983
4.41452,0.75131
4.42822,0.812619
4.43805,0.874667
4.44396,0.937209
4.44593,1
4.44396,1.06279
4.43805,1.12533
4.42822,1.18738
4.41452,1.24869
4.39699,1.30902
4.37571,1.36812
4.35076,1.42578
4.32224,1.48175
4.29026,1.53583
4.25495,1.58779
4.21645,1.63742
4.1749,1.68455
4.13048,1.72897
4.08336,1.77051
4.03372,1.80902
3.98176,1.84433
3.92769,1.87631
3.87171,1.90483
3.81406,1.92978
3.75495,1.95106
3.69462,1.96858
3.63332,1.98229
3.57127,1.99211
3.50872,1.99803
3.44593,2
3.35758,2
3.26922,2
3.18086,2
3.09251,2
3.00415,2
2.91579,2
2.82743,2
2.73908,2
2.65072,2
2.56236,2
2.474,2
2.38565,2
2.29729,2
2.20893,2
2.12058,2
2.03222,2
1.94386,2
1.8555,2
1.76715,2
1.67879,2
1.59043,2
1.50207,2
1.41372,2
1.32536,2
1.237,2
1.14865,2
1.06029,2
0.971931,2
0.883574,2
0.795217,2
0.706859,2
0.618502,2
0.530145,2
0.441787,2
0.35343,2
0.265073,2
0.176715,2
0.0883582,2
9.08971e-07,2
-0.0627899,1.99803
-0.125332,1.99211
-0.18738,1.98229
-0.248689,1.96858
-0.309016,1.95106
-0.368123,1.92978
-0.425778,1.90483
-0.481753,1.87631
-0.535826,1.84433
-0.587784,1.80902
-0.637423,1.77051
-0.684546,1.72897
-0.728968,1.68455
-0.770512,1.63742
-0.809016,1.58779
-0.844327,1.53583
-0.876306,1.48176
-0.904826,1.42578
-0.929775,1.36813
-0.951056,1.30902
-0.968582,1.24869
-0.982287,1.18738
-0.992114,1.12534
-0.998026,1.06279
-1,1
-0.998027,0.937213
-0.992115,0.87467
-0.982288,0.812622
-0.968584,0.751314
-0.951057,0.690987
-0.929778,0.631879
-0.904829,0.574225
-0.876308,0.51825
-0.84433,0.464177
-0.809019,0.412218
-0.770516,0.36258
-0.728971,0.315456
-0.68455,0.271035
-0.637427,0.22949
-0.587788,0.190985
-0.53583,0.155674
-0.481758,0.123696
-0.425784,0.0951753
-0.368128,0.0702251
-0.309021,0.048945
-0.248695,0.0314182
-0.187385,0.0177136
-0.125338,0.00788596
-0.0627953,0.00197366
-5.25266e-06,8.9407e-08
