# tstamp	temp	rate	angle	adjusted_rate
1268594740.152995 33.549999 4.001600 170.050066 4.033015
1268594740.253003 33.549999 3.348900 170.388097 3.380315
1268594740.353010 33.599998 3.205550 170.711794 3.236965
1268594740.453015 33.599998 1.955050 170.910440 1.986465
1268594740.553037 33.599998 2.723650 171.185947 2.755065
1268594740.753035 33.599998 3.098800 171.782100 3.130215
1268594740.853042 33.599998 2.409500 172.026191 2.440915
1268594740.953052 33.599998 2.888350 172.318168 2.919765
1268594741.053067 33.599998 2.504050 172.571714 2.535465
1268594741.253069 33.549999 2.720600 173.078807 2.752015
1268594741.353075 33.549999 2.391200 173.321069 2.422615
1268594741.453081 33.549999 2.848700 173.609081 2.880115
1268594741.553087 33.549999 3.040850 173.916307 3.072265
1268594741.653095 33.549999 3.214700 174.240919 3.246115
1268594741.753100 33.599998 3.028650 174.546925 3.060065
1268594741.853108 33.599998 1.936750 174.743742 1.968165
1268594741.953134 33.599998 1.692750 174.916158 1.724165
1268594742.153128 33.549999 -0.530700 174.990761 -0.499285
1268594742.253134 33.549999 -0.603900 174.933513 -0.572485
1268594742.353140 33.549999 -2.717550 174.664899 -2.686135
1268594742.453158 33.549999 -3.589850 174.309056 -3.558435
1268594742.653160 33.599998 -3.376350 173.615974 -3.344935
1268594742.753167 33.599998 -3.702700 173.248845 -3.671285
1268594742.853172 33.599998 -3.428200 172.909167 -3.396785
1268594742.953179 33.599998 -4.529250 172.459383 -4.497835
1268594743.053186 33.599998 -3.696600 172.092865 -3.665185
1268594743.153197 33.599998 -3.605100 171.735496 -3.573685
1268594743.253198 33.599998 -3.641700 171.374468 -3.610285
1268594743.353207 33.599998 -2.735850 171.104024 -2.704435
1268594743.453213 33.599998 -3.788100 170.728356 -3.756685
1268594743.553219 33.599998 -2.147200 170.516777 -2.115785
1268594743.653225 33.599998 -2.183800 170.301539 -2.152385
1268594743.753232 33.599998 -1.406050 170.164075 -1.374635
1268594743.853263 33.599998 -1.467050 170.020512 -1.435635
1268594744.053251 33.599998 1.012600 170.029235 1.044015
1268594744.153268 33.549999 0.927200 170.125096 0.958615
1268594744.353287 33.549999 2.516250 170.492194 2.547665
1268594744.553360 33.549999 2.555900 171.021552 2.587315
1268594744.753298 33.549999 1.808650 171.377365 1.840065
1268594744.853303 33.549999 1.729350 171.553442 1.760765
1268594744.953311 33.549999 2.684000 171.824983 2.715415
1268594745.053319 33.549999 2.446100 172.072735 2.477515
1268594745.153323 33.549999 2.412550 172.317131 2.443965
1268594745.253329 33.549999 2.626050 172.582878 2.657465
1268594745.353336 33.599998 3.522750 172.938294 3.554165
1268594745.453344 33.599998 2.836500 173.225086 2.867915
1268594745.553349 33.599998 2.879200 173.516147 2.910615
1268594745.653355 33.599998 2.833450 173.802634 2.864865
1268594745.753386 33.599998 2.650450 174.070820 2.681865
1268594745.953377 33.599998 2.260050 174.586758 2.291465
1268594746.053382 33.599998 2.229550 174.812855 2.260965
1268594746.153390 33.599998 1.857450 175.001741 1.888865
1268594746.253396 33.599998 1.765950 175.181478 1.797365
1268594746.353401 33.549999 1.887950 175.373414 1.919365
1268594746.453414 33.549999 1.674450 175.544001 1.705865
1268594746.553415 33.599998 2.006900 175.747832 2.038315
1268594746.653422 33.599998 1.817800 175.932754 1.849215
1268594746.753428 33.599998 1.488400 176.084735 1.519815
1268594746.853434 33.599998 1.265750 176.214452 1.297165
1268594746.953444 33.599998 2.092300 176.426823 2.123715
1268594747.053448 33.599998 1.726300 176.602595 1.757715
1268594747.153455 33.599998 0.982100 176.703946 1.013515
1268594747.253461 33.599998 1.229150 176.830003 1.260565
1268594747.353505 33.599998 0.436150 176.876759 0.467565
1268594747.553481 33.599998 -1.875750 176.684487 -1.844335
1268594747.653487 33.599998 -1.942850 176.493344 -1.911435
1268594747.753493 33.549999 -2.745000 176.221985 -2.713585
1268594747.853501 33.549999 -3.809450 175.844182 -3.778035
1268594747.953507 33.549999 -4.849500 175.362373 -4.818085
1268594748.053531 33.549999 -4.352350 174.930280 -4.320935
1268594748.253526 33.599998 -4.276100 174.102083 -4.244685
1268594748.353533 33.549999 -4.300500 173.675174 -4.269085
1268594748.453539 33.549999 -3.504450 173.327871 -3.473035
1268594748.553546 33.599998 -2.717550 173.059257 -2.686135
1268594748.653553 33.599998 -3.757600 172.686639 -3.726185
1268594748.753566 33.599998 -3.229950 172.366785 -3.198535
1268594748.953572 33.549999 -2.967650 171.802413 -2.936235
1268594749.053580 33.549999 -1.049200 171.700635 -1.017785
1268594749.153586 33.599998 4.062600 172.110036 4.094015
1268594749.253591 33.599998 3.693550 172.482533 3.724965
1268594749.353601 33.599998 3.992450 172.884919 4.023865
1268594749.453605 33.599998 3.123200 173.200381 3.154615
1268594749.553611 33.599998 1.924550 173.395977 1.955965
1268594749.653625 33.599998 0.597800 173.458899 0.629215
1268594749.853632 33.599998 -3.312300 173.037267 -3.280885
1268594749.953638 33.599998 -3.184200 172.721988 -3.152785
1268594750.053644 33.599998 -2.900550 172.435075 -2.869135
1268594750.153650 33.599998 -2.848700 172.153346 -2.817285
1268594750.253658 33.599998 -2.452200 171.911268 -2.420785
1268594750.353683 33.599998 -2.360700 171.678339 -2.329285
1268594750.553679 33.599998 -2.900550 171.121897 -2.869135
1268594750.653684 33.599998 -1.884900 170.936549 -1.853485
1268594750.753690 33.549999 -1.302350 170.809455 -1.270935
1268594750.853697 33.549999 -1.232200 170.689377 -1.200785
1268594750.953703 33.599998 0.057950 170.698313 0.089365
1268594751.053716 33.599998 0.048800 170.706335 0.080215
1268594751.153716 33.599998 0.777750 170.787251 0.809165
1268594751.253722 33.599998 0.759450 170.866338 0.790865
1268594751.353729 33.599998 1.589050 171.028384 1.620465
1268594751.453735 33.599998 1.894050 171.220931 1.925465
1268594751.553742 33.549999 0.954650 171.319537 0.986065
1268594751.653748 33.549999 1.393850 171.462064 1.425265
1268594751.753759 33.549999 1.686650 171.633870 1.718065
1268594751.853762 33.549999 1.256600 171.762672 1.288015
1268594751.953793 33.549999 2.013000 171.967113 2.044415
1268594752.153781 33.599998 1.741550 172.304626 1.772965
1268594752.253790 33.599998 1.360300 172.443798 1.391715
1268594752.353794 33.599998 0.902800 172.537219 0.934215
1268594752.453803 33.599998 0.857050 172.626066 0.888465
1268594752.553808 33.599998 1.223050 172.751512 1.254465
1268594752.749840 33.599998 1.122400 172.976480 1.153815
1268594752.949853 33.599998 0.579500 173.170338 0.610915
1268594753.149848 33.599998 0.347700 173.297706 0.379115
1268594753.249855 33.599998 -0.640500 173.236798 -0.609085
1268594753.349875 33.599998 -0.606950 173.179244 -0.575535
1268594753.549876 33.599998 -1.259650 172.932682 -1.228235
1268594753.649880 33.599998 -0.564250 172.879399 -0.532835
1268594753.749887 33.599998 -0.628300 172.819710 -0.596885
1268594753.849894 33.599998 0.323300 172.855182 0.354715
1268594753.949924 33.599998 -0.872300 172.771093 -0.840885
1268594754.149915 33.599998 -0.237900 172.714851 -0.206485
1268594754.249924 33.599998 0.308050 172.748798 0.339465
1268594754.349929 33.599998 -0.265350 172.725404 -0.233935
1268594754.449934 33.599998 -0.271450 172.701401 -0.240035
1268594754.549940 33.599998 -1.207800 172.583762 -1.176385
1268594754.649946 33.599998 -0.491050 172.537799 -0.459635
1268594754.749954 33.599998 -0.759450 172.464995 -0.728035
1268594754.849961 33.599998 -0.506300 172.417507 -0.474885
1268594754.949978 33.599998 -0.655750 172.355073 -0.624335
1268594755.149981 33.599998 -0.082350 172.258876 -0.050935
1268594755.249987 33.599998 1.049200 172.366938 1.080615
1268594755.349993 33.599998 1.290150 172.499094 1.321565
1268594755.450002 33.599998 2.296650 172.731901 2.328065
1268594755.550007 33.599998 2.083150 172.943357 2.114565
1268594755.650024 33.599998 1.418250 173.088324 1.449665
1268594755.750027 33.599998 1.000400 173.191505 1.031815
1268594755.950033 33.599998 1.262700 173.535728 1.294115
1268594756.050039 33.599998 0.893650 173.628235 0.925065
1268594756.150045 33.599998 1.564650 173.787841 1.596065
1268594756.250062 33.599998 0.658800 173.856863 0.690215
1268594756.450065 33.599998 0.835700 173.986671 0.867115
1268594756.550073 33.599998 -0.189100 173.970902 -0.157685
1268594756.650080 33.599998 0.369050 174.010949 0.400465
1268594756.750087 33.599998 0.192150 174.033305 0.223565
1268594756.850091 33.599998 0.122000 174.048647 0.153415
1268594756.950098 33.599998 0.427000 174.094488 0.458415
1268594757.050105 33.599998 0.671000 174.164730 0.702415
1268594757.150114 33.599998 5.081300 174.676001 5.112715
1268594757.251441 33.599998 8.869400 175.566083 8.900815
1268594757.450131 33.599998 14.923650 178.144736 14.955065
1268594757.550138 33.599998 14.203850 179.568262 14.235265
1268594757.650143 33.599998 15.304900 181.101894 15.336315
1268594757.750152 33.599998 17.458200 182.850855 17.489615
1268594757.850159 33.599998 17.391100 184.593107 17.422515
1268594757.950168 33.599998 17.375850 186.333833 17.407265
1268594758.050170 33.599998 17.003750 188.037350 17.035165
1268594758.150176 33.599998 15.716650 189.612156 15.748065
1268594758.250180 33.599998 13.102800 190.925578 13.134215
1268594758.350191 33.599998 11.748600 192.103579 11.780015
1268594758.450196 33.599998 9.598350 193.066556 9.629765
1268594758.550203 33.599998 8.768750 193.946572 8.800165
1268594758.650210 33.599998 8.607100 194.810424 8.638515
1268594758.750225 33.599998 10.952550 195.908820 10.983965
1268594758.950229 33.599998 12.684950 198.388958 12.716365
1268594759.050238 33.599998 15.661750 199.958275 15.693165
1268594759.150243 33.599998 17.946200 201.756036 17.977615
1268594759.250250 33.599998 19.794500 203.738628 19.825915
1268594759.350256 33.599998 18.824600 205.624229 18.856015
1268594759.450262 33.599998 18.324400 207.459811 18.355815
1268594759.550424 33.599998 21.444550 209.607407 21.475965
1268594759.750280 33.599998 21.054150 213.778160 21.085565
1268594759.850288 33.599998 21.902050 215.971507 21.933465
1268594759.950295 33.599998 21.221900 218.096838 21.253315
1268594760.050301 33.599998 20.529550 220.152935 20.560965
1268594760.150307 33.599998 19.318700 222.087946 19.350115
1268594760.250335 33.599998 17.272150 223.818303 17.303565
1268594760.450328 33.599998 12.151200 226.489371 12.182615
1268594760.550335 33.599998 12.026150 227.695127 12.057565
1268594760.650340 33.599998 11.739450 228.872214 11.770865
1268594760.750349 33.599998 15.094450 230.384800 15.125865
1268594760.850354 33.599998 17.476500 232.135592 17.507915
1268594760.950360 33.599998 21.374400 234.276173 21.405815
1268594761.050366 33.599998 22.939050 236.573220 22.970465
1268594761.150374 33.599998 21.243250 238.700686 21.274665
1268594761.250380 33.599998 17.049500 240.408778 17.080915
1268594761.350386 33.599998 14.170300 241.828949 14.201715
1268594761.450397 33.599998 11.672350 242.999326 11.703765
1268594761.550401 33.599998 11.983450 244.200812 12.014865
1268594761.650406 33.599998 12.495850 245.453539 12.527265
1268594761.750411 33.599998 10.970850 246.553765 11.002265
1268594761.850418 33.599998 9.418400 247.498747 9.449815
1268594761.950425 33.599998 8.716900 248.373578 8.748315
1268594762.050432 33.599998 8.305150 249.207235 8.336565
1268594762.150440 33.599998 8.945650 250.104941 8.977065
1268594762.250445 33.599998 10.055850 251.113668 10.087265
1268594762.350458 33.599998 9.217100 252.038519 9.248515
1268594762.450461 33.599998 8.305150 252.872176 8.336565
1268594762.550476 33.599998 11.422250 254.017542 11.453665
1268594762.750479 33.599998 12.212200 256.523910 12.243615
1268594762.850780 33.599998 15.567200 258.083772 15.598615
1268594763.050497 33.599998 15.652600 261.360265 15.684015
1268594763.150504 33.599998 13.962900 262.759696 13.994315
1268594763.250511 33.599998 8.527800 263.615618 8.559215
1268594763.350517 33.549999 2.488800 263.867639 2.520215
1268594763.450523 33.549999 0.619150 263.932696 0.650565
1268594763.550530 33.599998 0.466650 263.982502 0.498065
1268594763.650536 33.599998 0.244000 264.010044 0.275415
1268594763.750546 33.599998 0.445300 264.057715 0.476715
1268594763.850552 33.599998 0.253150 264.086172 0.284565
1268594763.950557 33.599998 -0.006100 264.088703 0.025315
1268594764.050564 33.599998 0.118950 264.103740 0.150365
1268594764.150569 33.599998 -0.149450 264.091936 -0.118035
1268594764.250582 33.599998 0.210450 264.116123 0.241865
1268594764.350584 33.599998 0.817400 264.201004 0.848815
1268594764.450590 33.599998 1.146800 264.318826 1.178215
1268594764.550596 33.599998 0.545950 264.376562 0.577365
1268594764.650602 33.599998 0.652700 264.444974 0.684115
1268594764.750609 33.599998 0.884500 264.536565 0.915915
1268594764.850614 33.599998 0.216550 264.561362 0.247965
1268594764.951612 33.549999 0.439200 264.608423 0.470615
1268594765.150636 33.549999 0.610000 264.676316 0.641415
1268594765.250642 33.549999 1.232200 264.802678 1.263615
1268594765.350648 33.599998 1.040050 264.909824 1.071465
1268594765.450654 33.599998 0.747250 264.987691 0.778665
1268594765.550661 33.599998 0.744200 265.065252 0.775615
1268594765.650681 33.599998 0.533750 265.121769 0.565165
1268594765.850679 33.599998 0.948550 265.207657 0.979965
1268594765.950687 33.599998 0.545950 265.265393 0.577365
1268594766.050693 33.599998 1.354200 265.403955 1.385615
1268594766.150700 33.599998 1.342000 265.541296 1.373415
1268594766.250707 33.599998 0.823500 265.626788 0.854915
1268594766.350713 33.599998 1.338950 265.763824 1.370365
1268594766.450719 33.599998 0.820450 265.849011 0.851865
1268594766.550728 33.599998 0.317200 265.883872 0.348615
1268594766.650732 33.599998 0.469700 265.933984 0.501115
1268594766.750739 33.599998 0.536800 265.990805 0.568215
1268594766.850747 33.599998 1.320650 266.126012 1.352065
1268594766.950752 33.599998 1.006500 266.229803 1.037915
1268594767.050758 33.599998 1.110200 266.343965 1.141615
1268594767.150766 33.599998 0.436150 266.390721 0.467565
1268594767.250789 33.599998 0.695400 266.463403 0.726815
1268594767.450786 33.599998 -2.165500 266.167431 -2.134085
1268594767.550792 33.599998 -1.845250 265.986047 -1.813835
1268594767.650798 33.599998 -2.135000 265.775689 -2.103585
1268594767.750806 33.599998 -2.141100 265.564720 -2.109685
1268594767.850810 33.599998 -1.708000 265.397062 -1.676585
1268594767.950834 33.599998 -1.769000 265.223303 -1.737585
1268594768.150830 33.599998 -2.574200 264.726641 -2.542785
1268594768.250836 33.599998 -2.903600 264.439423 -2.872185
1268594768.350844 33.599998 -2.726700 264.169894 -2.695285
1268594768.450851 33.599998 -2.064850 263.966551 -2.033435
1268594768.550857 33.599998 -2.363750 263.733317 -2.332335
1268594768.650879 33.599998 -2.336300 263.502829 -2.304885
1268594768.850887 33.599998 -2.308850 263.063202 -2.277435
1268594769.050889 33.599998 -1.836100 262.696775 -1.804685
1268594769.150896 33.599998 -1.454850 262.554431 -1.423435
1268594769.250902 33.599998 -1.384700 262.419103 -1.353285
1268594769.350914 33.599998 -0.408700 262.381374 -0.377285
1268594769.550921 33.599998 -0.994300 262.240952 -0.962885
1268594769.650928 33.599998 -0.902800 262.153814 -0.871385
1268594769.750935 33.549999 -1.256600 262.031295 -1.225185
1268594769.850946 33.549999 -0.167750 262.017662 -0.136335
1268594769.950949 33.599998 -0.118950 262.008908 -0.087535
1268594770.050956 33.599998 -0.167750 261.995275 -0.136335
1268594770.150962 33.599998 2.519300 262.250346 2.550715
1268594770.250972 33.599998 3.409900 262.594478 3.441315
1268594770.350974 33.599998 2.790750 262.876694 2.822165
1268594770.450981 33.599998 3.111000 263.190936 3.142415
1268594770.550987 33.599998 3.022550 263.496332 3.053965
1268594770.650994 33.599998 2.067900 263.706264 2.099315
1268594770.751001 33.599998 2.205150 263.929920 2.236565
1268594770.851006 33.599998 2.168550 264.149917 2.199965
1268594770.951036 33.599998 1.335900 264.286648 1.367315
1268594771.151027 33.599998 2.052650 264.645511 2.084065
1268594771.251033 33.599998 1.753750 264.824028 1.785165
1268594771.351040 33.599998 1.534150 264.980584 1.565565
1268594771.451046 33.599998 2.055700 265.189296 2.087115
1268594771.551102 33.599998 0.591700 265.251607 0.623115
1268594771.751065 33.599998 0.762500 265.422285 0.793915
1268594771.851073 33.599998 0.594750 265.484902 0.626165
1268594771.951080 33.599998 0.933300 265.581373 0.964715
1268594772.051084 33.599998 1.854400 265.769955 1.885815
1268594772.151093 33.599998 0.777750 265.850871 0.809165
1268594772.251101 33.599998 1.589050 266.012918 1.620465
1268594772.351107 33.599998 0.573400 266.073399 0.604815
1268594772.451112 33.599998 0.042700 266.080811 0.074115
1268594772.551121 33.599998 0.454450 266.129397 0.485865
1268594772.651125 33.599998 0.393450 266.171884 0.424865
1268594772.751132 33.599998 1.354200 266.310445 1.385615
1268594772.851138 33.599998 0.192150 266.332802 0.223565
1268594772.951144 33.599998 0.622200 266.398163 0.653615
1268594773.051152 33.599998 0.195200 266.420825 0.226615
1268594773.151158 33.599998 0.832650 266.507231 0.864065
1268594773.251187 33.599998 0.408700 266.551243 0.440115
1268594773.451178 33.599998 0.811300 266.680136 0.842715
1268594773.551184 33.599998 0.960750 266.779352 0.992165
1268594773.651191 33.599998 0.777750 266.860269 0.809165
1268594773.751198 33.599998 1.326750 266.996085 1.358165
1268594773.851207 33.599998 0.362950 267.035522 0.394365
1268594773.951228 33.599998 0.131150 267.051778 0.162565
1268594774.151224 33.599998 -0.814350 266.974491 -0.782935
1268594774.251230 33.599998 -0.305000 266.947133 -0.273585
1268594774.351238 33.599998 -0.732000 266.877074 -0.700585
1268594774.451243 33.599998 0.009150 266.881131 0.040565
1268594774.551250 33.599998 -0.030500 266.881222 0.000915
1268594774.651281 33.599998 -0.173850 266.866979 -0.142435
1268594774.851269 33.599998 -0.765550 266.756447 -0.734135
1268594774.951276 33.599998 -1.567700 266.602818 -1.536285
1268594775.051282 33.599998 -1.073600 266.498600 -1.042185
1268594775.151301 33.599998 -0.997350 266.402006 -0.965935
1268594775.351301 33.599998 -0.463600 266.281104 -0.432185
1268594775.451308 33.599998 -0.503250 266.233921 -0.471835
1268594775.551316 33.599998 -0.805200 266.156542 -0.773785
1268594775.651322 33.599998 -0.667950 266.092889 -0.636535
1268594775.751328 33.599998 -1.662250 265.929805 -1.630835
1268594775.851335 33.599998 -1.546350 265.778311 -1.514935
1268594775.951342 33.599998 -0.518500 265.729603 -0.487085
1268594776.051348 33.599998 -1.201700 265.612574 -1.170285
1268594776.151354 33.599998 -0.826550 265.533061 -0.795135
1268594776.251361 33.599998 -0.326350 265.503567 -0.294935
1268594776.351373 33.599998 -1.003450 265.406364 -0.972035
1268594776.451375 33.599998 -1.525000 265.257005 -1.493585
1268594776.551380 33.599998 -2.729750 264.987172 -2.698335
1268594776.651387 33.599998 -2.979850 264.692328 -2.948435
1268594776.751394 33.599998 -3.748450 264.320625 -3.717035
1268594776.851401 33.599998 -4.105300 263.913236 -4.073885
1268594776.951406 33.599998 -3.815550 263.534823 -3.784135
1268594777.051415 33.599998 -2.924950 263.245469 -2.893535
1268594777.151427 33.599998 -3.736250 262.874986 -3.704835
1268594777.351432 33.599998 -3.437350 262.276759 -3.405935
1268594777.451439 33.599998 -2.665700 262.013330 -2.634285
1268594777.551456 33.599998 -3.214700 261.695002 -3.183285
1268594777.751458 33.599998 -2.467450 261.161435 -2.436035
1268594777.851466 33.599998 -2.809050 260.883671 -2.777635
1268594777.951474 33.599998 -2.549800 260.631833 -2.518385
1268594778.051803 33.599998 -1.948950 260.440079 -1.917535
1268594778.251493 33.599998 -1.695800 260.038272 -1.664385
1268594778.351500 33.599998 -1.451800 259.896234 -1.420385
1268594778.451505 33.599998 -0.067100 259.892665 -0.035685
1268594778.551532 33.599998 0.079300 259.903737 0.110715
1268594778.751525 33.599998 2.616900 260.448650 2.648315
1268594778.851533 33.599998 2.610800 260.712871 2.642215
1268594778.951537 33.599998 2.531500 260.969163 2.562915
1268594779.051554 33.599998 1.582950 261.130599 1.614365
1268594779.251557 33.599998 1.964200 261.617257 1.995615
1268594779.351564 33.599998 1.482300 261.768629 1.513715
1268594779.451574 33.599998 1.482300 261.920000 1.513715
1268594779.551590 33.599998 2.083150 262.131457 2.114565
1268594779.751590 33.599998 2.479650 262.628180 2.511065
1268594779.851596 33.599998 4.376750 263.068996 4.408165
1268594779.951603 33.599998 3.104900 263.382628 3.136315
1268594780.051619 33.599998 3.373300 263.723099 3.404715
1268594780.251623 33.599998 2.970700 264.276247 3.002115
1268594780.351630 33.599998 3.785050 264.657894 3.816465
1268594780.451637 33.599998 3.443450 265.005380 3.474865
1268594780.551643 33.599998 4.151050 265.423627 4.182465
1268594780.651651 33.599998 2.931050 265.719873 2.962465
1268594780.753160 33.599998 3.653900 266.088405 3.685315
1268594780.951668 33.599998 2.009950 266.524128 2.041365
1268594781.051675 33.599998 1.891000 266.716369 1.922415
1268594781.151683 33.599998 1.625650 266.882076 1.657065
1268594781.251689 33.599998 1.390800 267.024297 1.422215
1268594781.351694 33.599998 1.842200 267.211659 1.873615
1268594781.452499 33.599998 3.785050 267.593305 3.816465
1268594781.651715 33.599998 3.348900 268.228498 3.380315
1268594781.751722 33.599998 3.184200 268.550060 3.215615
1268594781.851730 33.599998 2.397300 268.792931 2.428715
1268594781.951737 33.599998 2.497950 269.045868 2.529365
1268594782.051741 33.599998 0.655750 269.114584 0.687165
1268594782.153180 33.599998 -1.262700 268.991456 -1.231285
1268594782.351760 33.599998 -13.352900 266.735554 -13.321485
1268594782.451767 33.599998 -13.627400 265.375955 -13.595985
1268594782.551773 33.599998 -11.519850 264.227112 -11.488435
1268594782.651780 33.599998 -5.096550 263.720598 -5.065135
1268594782.751787 33.599998 3.586800 264.082420 3.618215
1268594782.853641 33.599998 4.709200 264.556481 4.740615
1268594783.051808 33.599998 4.944050 265.688824 4.975465
1268594783.151814 33.599998 4.788500 266.170816 4.819915
1268594783.251820 33.599998 4.266950 266.600652 4.298365
1268594783.351827 33.599998 3.708800 266.974674 3.740215
1268594783.451832 33.599998 3.135400 267.291355 3.166815
1268594783.551858 33.599998 2.684000 267.562897 2.715415
1268594783.751852 33.599998 -0.036600 267.740285 -0.005185
1268594783.859880 33.599998 -6.771000 267.066326 -6.739585
1268594784.051873 33.599998 -21.590950 263.371739 -21.559535
1268594784.151879 33.599998 -25.549850 260.819896 -25.518435
1268594784.251891 33.599998 -27.880050 258.035032 -27.848635
1268594784.351893 33.599998 -26.519750 255.386199 -26.488335
1268594784.451898 33.599998 -24.857500 252.903590 -24.826085
1268594784.551904 33.599998 -23.058000 250.600932 -23.026585
1268594784.651911 33.599998 -18.007200 248.803353 -17.975785
1268594784.751918 33.599998 -15.600750 247.246420 -15.569335
1268594784.851924 33.599998 -14.112350 245.838326 -14.080935
1268594784.951931 33.599998 -15.189000 244.322568 -15.157585
1268594785.051936 33.599998 -14.697950 242.855914 -14.666535
1268594785.151944 33.599998 -15.908800 241.268176 -15.877385
1268594785.251949 33.599998 -17.979750 239.473342 -17.948335
1268594785.351956 33.599998 -17.546650 237.721819 -17.515235
1268594785.451964 33.599998 -17.943150 235.930645 -17.911735
1268594785.551970 33.599998 -19.504750 233.983312 -19.473335
1268594785.651977 33.599998 -20.843700 231.902083 -20.812285
1268594785.751982 33.599998 -20.392300 229.865995 -20.360885
1268594785.851989 33.599998 -20.386200 227.830516 -20.354785
1268594785.951996 33.599998 -19.638950 225.869763 -19.607535
1268594786.052002 33.599998 -17.296550 224.143249 -17.265135
1268594786.152008 33.599998 -15.707500 222.575641 -15.676085
1268594786.252015 33.599998 -16.677400 220.911042 -16.645985
1268594786.352023 33.599998 -17.717450 219.142439 -17.686035
1268594786.452029 33.599998 -17.073900 217.438190 -17.042485
1268594786.552161 33.599998 -19.672500 215.474082 -19.641085
1268594786.752048 33.599998 -21.743450 211.224700 -21.712035
1268594786.852055 33.599998 -22.176550 209.010186 -22.145135
1268594786.952061 33.599998 -18.659900 207.147338 -18.628485
1268594787.052067 33.599998 -18.739200 205.276559 -18.707785
1268594787.152075 33.599998 -17.128800 203.566821 -17.097385
1268594787.252081 33.599998 -16.744500 201.895512 -16.713085
1268594787.352087 33.599998 -16.762800 200.222374 -16.731385
1268594787.452094 33.599998 -14.859600 198.739555 -14.828185
1268594787.552101 33.599998 -13.853100 197.357387 -13.821685
1268594787.652106 33.599998 -12.739850 196.086543 -12.708435
1268594787.752124 33.599998 -12.657500 194.823935 -12.626085
1268594787.852131 33.599998 -12.120700 193.615006 -12.089285
1268594788.052134 33.599998 -10.604850 191.388384 -10.573435
1268594788.152139 33.599998 -9.354350 190.456091 -9.322935
1268594788.252146 33.599998 -9.787450 189.480487 -9.756035
1268594788.352157 33.599998 -8.976150 188.586014 -8.944735
1268594788.452160 33.599998 -8.948700 187.694285 -8.917285
1268594788.648182 33.599998 -8.347850 186.027338 -8.316435
1268594788.748185 33.599998 -7.920850 185.238395 -7.889435
1268594788.848191 33.599998 -7.731750 184.468361 -7.700335
1268594788.948193 33.599998 -7.509100 183.720593 -7.477685
1268594789.048216 33.599998 -6.222000 183.101534 -6.190585
1268594789.248213 33.599998 -8.271600 181.695667 -8.240185
1268594789.348219 33.599998 -11.492400 180.549569 -11.460985
1268594789.448226 33.599998 -16.207700 178.931940 -16.176285
1268594789.548232 33.599998 -15.750200 177.360062 -15.718785
1268594789.648238 33.599998 -14.423450 175.920858 -14.392035
1268594789.748384 33.599998 -12.822200 174.641780 -12.790785
1268594789.948258 33.599998 -5.828550 173.221578 -5.797135
1268594790.048264 33.599998 -1.787300 173.045989 -1.755885
1268594790.148272 33.599998 -0.457500 173.003381 -0.426085
1268594790.248278 33.599998 -0.274500 172.979072 -0.243085
1268594790.348288 33.599998 0.012200 172.983434 0.043615
1268594790.448292 33.599998 -0.579500 172.928625 -0.548085
1268594790.548298 33.599998 0.167750 172.948542 0.199165
1268594790.648307 33.599998 -0.417850 172.909898 -0.386435
1268594790.748310 33.599998 -0.600850 172.852955 -0.569435
1268594790.848317 33.599998 -0.689300 172.787166 -0.657885
1268594790.948324 33.599998 -0.478850 172.742423 -0.447435
1268594791.048330 33.599998 0.155550 172.761119 0.186965
1268594791.148336 33.599998 0.140300 172.778291 0.171715
1268594791.248343 33.599998 0.186050 172.800037 0.217465
1268594791.349778 33.599998 1.094950 172.912674 1.126365
1268594791.548364 33.599998 1.772050 173.028757 1.803465
1268594791.648370 33.599998 3.888750 173.420773 3.920165
1268594791.748376 33.599998 2.427800 173.666695 2.459215
1268594791.848382 33.599998 3.699650 174.039801 3.731065
1268594791.948389 33.599998 3.595950 174.402538 3.627365
1268594792.048491 33.599998 3.370250 174.742704 3.401665
1268594792.248408 33.599998 3.534950 175.445912 3.566365
1268594792.348415 33.599998 2.784650 175.727519 2.816065
1268594792.448422 33.599998 2.180750 175.948735 2.212165
1268594792.548428 33.599998 2.684000 176.220277 2.715415
1268594792.648434 33.599998 1.369450 176.360363 1.400865
1268594792.748447 33.599998 0.613050 176.424810 0.644465
1268594792.848448 33.599998 1.579900 176.585941 1.611315
1268594792.948455 33.599998 1.345050 176.723588 1.376465
1268594793.048461 33.599998 1.052250 176.831954 1.083665
1268594793.148467 33.599998 1.579900 176.993086 1.611315
1268594793.248474 33.599998 0.735050 177.069732 0.766465
1268594793.348480 33.599998 1.259650 177.198839 1.291065
1268594793.448488 33.599998 0.460550 177.248035 0.491965
1268594793.548503 33.599998 0.308050 177.281982 0.339465
1268594793.748507 33.599998 0.771650 177.392575 0.803065
1268594793.848512 33.599998 0.597800 177.455496 0.629215
1268594793.948523 33.599998 -0.768600 177.381778 -0.737185
1268594794.048527 33.599998 -2.397300 177.145189 -2.365885
1268594794.148534 33.599998 -3.983300 176.750001 -3.951885
1268594794.248539 33.599998 -4.989800 176.254162 -4.958385
1268594794.348559 33.599998 -6.100000 175.647304 -6.068585
1268594794.548560 33.599998 -6.093900 174.456157 -6.062485
1268594794.648566 33.599998 -3.574600 174.101838 -3.543185
1268594794.748572 33.599998 -2.055700 173.899410 -2.024285
1268594794.848580 33.599998 -2.253950 173.677156 -2.222535
