0.0613592,0
0.122718,0
0.181623,0
0.240528,0
0.299433,0
0.358338,0
0.417243,0
0.476148,0
0.535052,0
0.593957,0
0.652862,0
0.711767,0
0.770672,0
0.832031,0
0.89339,0
0.95475,0
1.01856,0
1.07992,0
1.14374,0
1.20755,0
1.26891,0
1.33272,0
1.39408,0
1.4579,0
1.52171,0
1.58307,0
1.64688,0
1.71069,0
1.77696,0
1.83832,0
1.90214,0
1.96595,0
2.02976,0
2.09358,0
2.15494,0
2.21875,0
2.28256,0
2.34638,0
2.41264,0
2.47646,0
2.54027,0
2.60654,0
2.67035,0
2.73417,0
2.79798,0
2.86179,-0.000794313
2.92561,-0.000794313
2.99188,-0.000794313
3.05814,-0.000794313
3.12196,-0.000794313
3.18577,-0.000794313
3.25449,-0.000794313
3.31831,-0.000794313
3.38457,-0.000794313
3.45084,-0.000794313
3.51711,-0.000794313
3.58338,-0.000794313
3.64965,-0.000794313
3.71591,-0.000794313
3.77973,-0.000794313
3.846,-0.000794313
3.91226,-0.000794313
3.97608,-0.000794313
4.03989,-0.000794313
4.10616,-0.000794313
4.16997,-0.000794313
4.23624,-0.000794313
4.30005,-0.000794313
4.36387,-0.000794313
4.42768,-0.000794313
4.49395,-0.000794313
4.56022,-0.000794313
4.62403,-0.00113382
4.68784,-0.00113382
4.75411,-0.00113382
4.82038,-0.00113382
4.88419,-0.00113382
4.95046,-0.00113382
5.01673,-0.00113382
5.08054,-0.00113382
5.14436,-0.00113382
5.21062,-0.00113382
5.27689,-0.00113382
5.34071,-0.00113382
5.40452,-0.00113382
5.46833,-0.00113382
5.53215,-0.00113382
5.60087,-0.00113382
5.66468,-0.00113382
5.73095,-0.00113382
5.79722,-0.00113382
5.86103,-0.00113382
5.92485,-0.00113382
5.98866,-0.00113382
6.05002,-0.0014463
6.11138,-0.0014463
6.17519,-0.0014463
6.23655,-0.0014463
6.29791,-0.0014463
6.36172,-0.0014463
6.42554,-0.0014463
6.48935,-0.0014463
6.55071,-0.0014463
6.61452,-0.0014463
6.67834,-0.0014463
6.7397,-0.0014463
6.80351,-0.0014463
6.86732,-0.0014463
6.92868,-0.0014463
6.99004,-0.0014463
7.0514,-0.00180826
7.11276,-0.00180826
7.17658,-0.00180826
7.23793,-0.00180826
7.30175,-0.00180826
7.36311,-0.00180826
7.42692,-0.00180826
7.49073,-0.00180826
7.55455,-0.00180826
7.61836,-0.00180826
7.68218,-0.00212159
7.74599,-0.00212159
7.8098,-0.00212159
7.87362,-0.00212159
7.93743,-0.00212159
8.00124,-0.00212159
8.06506,-0.00212159
8.12887,-0.00212159
8.19269,-0.00212159
8.2565,-0.00212159
8.32031,-0.00212159
8.38658,-0.00212159
8.45285,-0.00245796
8.51666,-0.00245796
8.58047,-0.00245796
8.64429,-0.00245796
8.7081,-0.00245796
8.77437,-0.00245796
8.84064,-0.00245796
8.90445,-0.00245796
8.96826,-0.00245796
9.03453,-0.00245796
9.1008,-0.00245796
9.16707,-0.00245796
9.23334,-0.00431501
9.29961,-0.00431501
9.36587,-0.00431501
9.42969,-0.00431501
9.49841,-0.00431501
9.56468,-0.00431501
9.63094,-0.00431501
9.69721,-0.00431501
9.76348,-0.00431501
9.8322,-0.00476778
9.89847,-0.00476778
9.96474,-0.00476778
10.0335,-0.00476778
10.1022,-0.00476778
